film_id,title,actor_id,actor_full_name,num_actors_per_film,num_films_per_actor
606,MUMMY CREATURES,107,gina degeneres,13,42
637,OPEN AFRICAN,107,gina degeneres,9,42
774,SEARCHERS WAIT,107,gina degeneres,4,42
781,SEVEN SWARM,107,gina degeneres,7,42
796,SIERRA DIVIDE,107,gina degeneres,5,42
831,SPIRITED CASUALTIES,107,gina degeneres,5,42
849,STORM HAPPINESS,107,gina degeneres,8,42
859,SUGAR WONKA,107,gina degeneres,5,42
879,TELEGRAPH VOYAGE,107,gina degeneres,7,42
905,TRAINSPOTTING STRANGERS,107,gina degeneres,4,42
973,WIFE TURN,107,gina degeneres,6,42
977,WINDOW SIDE,107,gina degeneres,4,42
1,ACADEMY DINOSAUR,108,warren nolte,10,34
6,AGENT TRUMAN,108,warren nolte,7,34
9,ALABAMA DEVIL,108,warren nolte,9,34
137,CHARADE DUFFEL,108,warren nolte,3,34
208,DARES PLUTO,108,warren nolte,10,34
219,DEEP CRUSADE,108,warren nolte,7,34
242,DOOM DANCING,108,warren nolte,8,34
278,ELF MURDER,108,warren nolte,5,34
302,FANTASIA PARK,108,warren nolte,3,34
350,GARDEN ISLAND,108,warren nolte,3,34
378,GREATEST NORTH,108,warren nolte,6,34
379,GREEDY ROOTS,108,warren nolte,8,34
495,KENTUCKIAN GIANT,108,warren nolte,4,34
507,LADYBUGS ARMAGEDDON,108,warren nolte,4,34
517,LESSON CLEOPATRA,108,warren nolte,12,34
561,MASK PEACH,108,warren nolte,11,34
567,MEET CHOCOLATE,108,warren nolte,6,34
648,OUTLAW HANKY,108,warren nolte,7,34
652,PAJAMA JAWBREAKER,108,warren nolte,5,34
655,PANTHER REDS,108,warren nolte,5,34
673,PERSONAL LADYBUGS,108,warren nolte,9,34
693,POTTER CONNECTICUT,108,warren nolte,7,34
696,PRIDE ALAMO,108,warren nolte,4,34
702,PULP BEVERLY,108,warren nolte,7,34
721,REDS POCUS,108,warren nolte,5,34
733,RIVER OUTLAW,108,warren nolte,4,34
741,ROMAN PUNK,108,warren nolte,2,34
744,ROOTS REMEMBER,108,warren nolte,10,34
887,THIEF PELICAN,108,warren nolte,7,34
892,TITANIC BOONDOCK,108,warren nolte,12,34
894,TOMATOES HELLFIGHTERS,108,warren nolte,9,34
920,UNBREAKABLE KARATE,108,warren nolte,8,34
958,WARDROBE PHANTOM,108,warren nolte,8,34
966,WEDDING APOLLO,108,warren nolte,10,34
12,ALASKA PHANTOM,109,sylvester dern,7,22
48,BACKLASH UNDEFEATED,109,sylvester dern,7,22
77,BIRDS PERDITION,109,sylvester dern,4,22
157,CLOCKWORK PARADISE,109,sylvester dern,5,22
174,CONFIDENTIAL INTERVIEW,109,sylvester dern,2,22
190,CREEPERS KANE,109,sylvester dern,6,22
243,DOORS PRESIDENT,109,sylvester dern,9,22
281,ENCINO ELF,109,sylvester dern,6,22
393,HALLOWEEN NUTS,109,sylvester dern,7,22
463,INSTINCT AIRPORT,109,sylvester dern,11,22
622,NEWSIES STORY,109,sylvester dern,8,22
657,PARADISE SABRINA,109,sylvester dern,4,22
694,PREJUDICE OLEANDER,109,sylvester dern,10,22
700,PRIX UNDEFEATED,109,sylvester dern,7,22
732,RINGS HEARTBREAKERS,109,sylvester dern,11,22
753,RUSH GOODFELLAS,109,sylvester dern,5,22
785,SHAWSHANK BUBBLE,109,sylvester dern,10,22
786,SHEPHERD MIDSUMMER,109,sylvester dern,5,22
863,SUN CONFESSIONS,109,sylvester dern,5,22
885,TEXAS WATCH,109,sylvester dern,6,22
955,WALLS ARTIST,109,sylvester dern,5,22
967,WEEKEND PERSONAL,109,sylvester dern,10,22
8,AIRPORT POLLOCK,110,susan davis,4,21
27,ANONYMOUS HUMAN,110,susan davis,9,21
62,BED HIGHBALL,110,susan davis,5,21
120,CARIBBEAN LIBERTY,110,susan davis,8,21
126,CASUALTIES ENCINO,110,susan davis,5,21
156,CLERKS ANGELS,110,susan davis,4,21
292,EXCITEMENT EVE,110,susan davis,8,21
343,FULL FLATLINERS,110,susan davis,6,21
360,GLASS DYING,110,susan davis,4,21
369,GOODFELLAS SALUTE,110,susan davis,8,21
435,HOTEL HAPPINESS,110,susan davis,4,21
513,LEATHERNECKS DWARFS,110,susan davis,7,21
525,LOATHING LEGALLY,110,susan davis,5,21
539,LUCK OPUS,110,susan davis,6,21
545,MADNESS ATTACKS,110,susan davis,7,21
625,NONE SPIKING,110,susan davis,6,21
650,PACIFIC AMISTAD,110,susan davis,8,21
801,SISTER FREDDY,110,susan davis,3,21
912,TROJAN TOMORROW,110,susan davis,8,21
961,WASH HEAVENLY,110,susan davis,5,21
987,WORDS HUNTER,110,susan davis,6,21
61,BEAUTY GREASE,111,cameron zellweger,5,33
78,BLACKOUT PRIVATE,111,cameron zellweger,5,33
98,BRIGHT ENCOUNTERS,111,cameron zellweger,4,33
162,CLUELESS BUCKET,111,cameron zellweger,8,33
179,CONQUERER NUTS,111,cameron zellweger,6,33
194,CROW GREASE,111,cameron zellweger,10,33
325,FLOATS GARDEN,111,cameron zellweger,5,33
359,GLADIATOR WESTWARD,111,cameron zellweger,6,33
382,GRIT CLOCKWORK,111,cameron zellweger,3,33
403,HARRY IDAHO,111,cameron zellweger,6,33
407,HAWK CHILL,111,cameron zellweger,7,33
414,HELLFIGHTERS SIERRA,111,cameron zellweger,12,33
474,JADE BUNCH,111,cameron zellweger,8,33
489,JUGGLER HARDLY,111,cameron zellweger,9,33
508,LAMBS CINCINATTI,111,cameron zellweger,15,33
555,MALLRATS UNITED,111,cameron zellweger,5,33
603,MOVIE SHAKESPEARE,111,cameron zellweger,8,33
608,MURDER ANTITRUST,111,cameron zellweger,8,33
643,ORIENT CLOSER,111,cameron zellweger,4,33
669,PEARL DESTINY,111,cameron zellweger,4,33
679,PILOT HOOSIERS,111,cameron zellweger,7,33
680,PINOCCHIO SIMON,111,cameron zellweger,11,33
699,PRIVATE DROP,111,cameron zellweger,5,33
731,RIGHT CRANES,111,cameron zellweger,7,33
732,RINGS HEARTBREAKERS,111,cameron zellweger,11,33
737,ROCK INSTINCT,111,cameron zellweger,8,33
744,ROOTS REMEMBER,111,cameron zellweger,10,33
777,SECRETARY ROUGE,111,cameron zellweger,6,33
847,STOCK GLASS,111,cameron zellweger,7,33
894,TOMATOES HELLFIGHTERS,111,cameron zellweger,9,33
919,TYCOON GATHERING,111,cameron zellweger,6,33
962,WASTELAND DIVINE,111,cameron zellweger,6,33
973,WIFE TURN,111,cameron zellweger,6,33
34,ARABIA DOGMA,112,russell bacall,12,25
37,ARIZONA BANG,112,russell bacall,4,25
151,CINCINATTI WHISPERER,112,russell bacall,4,25
173,CONFESSIONS MAGUIRE,112,russell bacall,4,25
188,CRAZY HOME,112,russell bacall,13,25
231,DINOSAUR SECRETARY,112,russell bacall,6,25
312,FIDDLER LOST,112,russell bacall,11,25
322,FLATLINERS KILLER,112,russell bacall,9,25
443,HURRICANE AFFAIR,112,russell bacall,3,25
450,IDOLS SNATCHERS,112,russell bacall,8,25
565,MATRIX SNOWMAN,112,russell bacall,3,25
603,MOVIE SHAKESPEARE,112,russell bacall,8,25
606,MUMMY CREATURES,112,russell bacall,13,25
654,PANKY SUBMARINE,112,russell bacall,8,25
666,PAYCHECK WAIT,112,russell bacall,3,25
700,PRIX UNDEFEATED,112,russell bacall,7,25
728,REUNION WITCHES,112,russell bacall,7,25
772,SEA VIRGIN,112,russell bacall,8,25
796,SIERRA DIVIDE,112,russell bacall,5,25
817,SOLDIERS EVOLUTION,112,russell bacall,9,25
829,SPINAL ROCKY,112,russell bacall,8,25
856,STREETCAR INTENTIONS,112,russell bacall,7,25
865,SUNRISE LEAGUE,112,russell bacall,5,25
869,SUSPECTS QUILLS,112,russell bacall,8,25
988,WORKER TARZAN,112,russell bacall,9,25
35,ARACHNOPHOBIA ROLLERCOASTER,113,morgan hopkins,8,27
84,BOILED DARES,113,morgan hopkins,8,27
116,CANDIDATE PERDITION,113,morgan hopkins,4,27
181,CONTACT ANONYMOUS,113,morgan hopkins,5,27
218,DECEIVER BETRAYED,113,morgan hopkins,4,27
249,DRACULA CRYSTAL,113,morgan hopkins,13,27
258,DRUMS DYNAMITE,113,morgan hopkins,7,27
292,EXCITEMENT EVE,113,morgan hopkins,8,27
322,FLATLINERS KILLER,113,morgan hopkins,9,27
353,GENTLEMEN STAGE,113,morgan hopkins,8,27
403,HARRY IDAHO,113,morgan hopkins,6,27
525,LOATHING LEGALLY,113,morgan hopkins,5,27
642,ORDER BETRAYED,113,morgan hopkins,7,27
656,PAPI NECKLACE,113,morgan hopkins,3,27
674,PET HAUNTING,113,morgan hopkins,7,27
680,PINOCCHIO SIMON,113,morgan hopkins,11,27
700,PRIX UNDEFEATED,113,morgan hopkins,7,27
719,RECORDS ZORRO,113,morgan hopkins,8,27
723,REIGN GENTLEMEN,113,morgan hopkins,3,27
726,RESERVOIR ADAPTATION,113,morgan hopkins,8,27
732,RINGS HEARTBREAKERS,113,morgan hopkins,11,27
748,RUGRATS SHAKESPEARE,113,morgan hopkins,6,27
838,STAGECOACH ARMAGEDDON,113,morgan hopkins,6,27
890,TIGHTS DAWN,113,morgan hopkins,5,27
921,UNCUT SUICIDES,113,morgan hopkins,7,27
969,WEST LION,113,morgan hopkins,9,27
981,WOLVES DESIRE,113,morgan hopkins,6,27
13,ALI FOREVER,114,morgan mcdormand,5,25
68,BETRAYED REAR,114,morgan mcdormand,4,25
90,BOULEVARD MOB,114,morgan mcdormand,8,25
162,CLUELESS BUCKET,114,morgan mcdormand,8,25
188,CRAZY HOME,114,morgan mcdormand,13,25
194,CROW GREASE,114,morgan mcdormand,10,25
210,DARKO DORADO,114,morgan mcdormand,4,25
237,DIVORCE SHINING,114,morgan mcdormand,6,25
254,DRIVER ANNIE,114,morgan mcdormand,8,25
305,FATAL HAUNTED,114,morgan mcdormand,6,25
339,FROGMEN BREAKING,114,morgan mcdormand,6,25
420,HOLES BRANNIGAN,114,morgan mcdormand,11,25
425,HOLY TADPOLE,114,morgan mcdormand,3,25
452,ILLUSION AMELIE,114,morgan mcdormand,7,25
538,LOVERBOY ATTACKS,114,morgan mcdormand,9,25
619,NEIGHBORS CHARADE,114,morgan mcdormand,7,25
757,SAGEBRUSH CLUELESS,114,morgan mcdormand,7,25
807,SLEUTH ORIENT,114,morgan mcdormand,7,25
827,SPICE SORORITY,114,morgan mcdormand,11,25
841,STAR OPERATION,114,morgan mcdormand,5,25
861,SUIT WALLS,114,morgan mcdormand,5,25
866,SUNSET RACER,114,morgan mcdormand,3,25
913,TROOPERS METAL,114,morgan mcdormand,5,25
961,WASH HEAVENLY,114,morgan mcdormand,5,25
993,WRONG BEHAVIOR,114,morgan mcdormand,9,25
49,BADMAN DAWN,115,harrison bale,8,28
52,BALLROOM MOCKINGBIRD,115,harrison bale,7,28
245,DOUBLE WRATH,115,harrison bale,8,28
246,DOUBTFIRE LABYRINTH,115,harrison bale,5,28
277,ELEPHANT TROJAN,115,harrison bale,5,28
302,FANTASIA PARK,115,harrison bale,3,28
379,GREEDY ROOTS,115,harrison bale,8,28
383,GROOVE FICTION,115,harrison bale,7,28
391,HALF OUTFIELD,115,harrison bale,6,28
428,HOMICIDE PEACH,115,harrison bale,8,28
506,LADY STAGE,115,harrison bale,8,28
531,LOSE INCH,115,harrison bale,4,28
607,MUPPET MILE,115,harrison bale,8,28
615,NASH CHOCOLAT,115,harrison bale,7,28
661,PAST SUICIDES,115,harrison bale,6,28
671,PERDITION FARGO,115,harrison bale,5,28
686,PLUTO OLEANDER,115,harrison bale,7,28
703,PUNK DIVORCE,115,harrison bale,7,28
714,RANDOM GO,115,harrison bale,13,28
740,ROLLERCOASTER BRINGING,115,harrison bale,3,28
754,RUSHMORE MERMAID,115,harrison bale,7,28
846,STING PERSONAL,115,harrison bale,7,28
887,THIEF PELICAN,115,harrison bale,7,28
952,WAGON JAWS,115,harrison bale,6,28
955,WALLS ARTIST,115,harrison bale,5,28
966,WEDDING APOLLO,115,harrison bale,10,28
985,WONDERLAND CHRISTMAS,115,harrison bale,5,28
994,WYOMING STORM,115,harrison bale,6,28
36,ARGONAUTS TOWN,116,dan streep,5,24
48,BACKLASH UNDEFEATED,116,dan streep,7,24
88,BORN SPINAL,116,dan streep,9,24
90,BOULEVARD MOB,116,dan streep,8,24
105,BULL SHAWSHANK,116,dan streep,8,24
128,CATCH AMISTAD,116,dan streep,5,24
336,FRENCH HOLIDAY,116,dan streep,7,24
338,FRISCO FORREST,116,dan streep,9,24
384,GROSSE WONDERFUL,116,dan streep,4,24
412,HEAVYWEIGHTS BEAST,116,dan streep,5,24
420,HOLES BRANNIGAN,116,dan streep,11,24
451,IGBY MAKER,116,dan streep,5,24
481,JEKYLL FROGMEN,116,dan streep,3,24
492,JUNGLE CLOSER,116,dan streep,6,24
584,MIXED DOORS,116,dan streep,6,24
606,MUMMY CREATURES,116,dan streep,13,24
622,NEWSIES STORY,116,dan streep,8,24
647,OUTFIELD MASSACRE,116,dan streep,4,24
653,PANIC CLUB,116,dan streep,3,24
742,ROOF CHAMPION,116,dan streep,5,24
784,SHANGHAI TYCOON,116,dan streep,8,24
844,STEERS ARMAGEDDON,116,dan streep,4,24
939,VERTIGO NORTHWEST,116,dan streep,4,24
956,WANDA CHAMBER,116,dan streep,7,24
10,ALADDIN CALENDAR,117,renee tracy,8,33
15,ALIEN CENTER,117,renee tracy,6,33
42,ARTIST COLDBLOODED,117,renee tracy,7,33
167,COMA HEAD,117,renee tracy,3,33
178,CONNECTION MICROCOSMOS,117,renee tracy,7,33
190,CREEPERS KANE,117,renee tracy,6,33
197,CRUSADE HONEY,117,renee tracy,9,33
224,DESPERATE TRAINSPOTTING,117,renee tracy,4,33
246,DOUBTFIRE LABYRINTH,117,renee tracy,5,33
273,EFFECT GLADIATOR,117,renee tracy,7,33
298,EYES DRIVING,117,renee tracy,5,33
316,FIRE WOLVES,117,renee tracy,5,33
337,FRIDA SLIPPER,117,renee tracy,5,33
395,HANDICAP BOONDOCK,117,renee tracy,7,33
423,HOLLYWOOD ANONYMOUS,117,renee tracy,6,33
432,HOPE TOOTSIE,117,renee tracy,4,33
459,INFORMER DOUBLE,117,renee tracy,3,33
468,INVASION CYCLONE,117,renee tracy,7,33
550,MAGUIRE APACHE,117,renee tracy,4,33
578,MILLION ACE,117,renee tracy,5,33
707,QUEST MUSSOLINI,117,renee tracy,5,33
710,RAGE GAMES,117,renee tracy,7,33
738,ROCKETEER MOTHER,117,renee tracy,7,33
739,ROCKY WAR,117,renee tracy,3,33
778,SECRETS PARADISE,117,renee tracy,6,33
783,SHANE DARKNESS,117,renee tracy,3,33
785,SHAWSHANK BUBBLE,117,renee tracy,10,33
797,SILENCE KANE,117,renee tracy,4,33
812,SMOKING BARBARELLA,117,renee tracy,6,33
831,SPIRITED CASUALTIES,117,renee tracy,5,33
864,SUNDANCE INVASION,117,renee tracy,7,33
887,THIEF PELICAN,117,renee tracy,7,33
926,UNTOUCHABLES SUNRISE,117,renee tracy,5,33
35,ARACHNOPHOBIA ROLLERCOASTER,118,cuba allen,8,25
39,ARMAGEDDON LOST,118,cuba allen,7,25
41,ARSENIC INDEPENDENCE,118,cuba allen,3,25
49,BADMAN DAWN,118,cuba allen,8,25
55,BARBARELLA STREETCAR,118,cuba allen,5,25
136,CHAPLIN LICENSE,118,cuba allen,6,25
141,CHICAGO NORTH,118,cuba allen,8,25
151,CINCINATTI WHISPERER,118,cuba allen,4,25
311,FICTION CHRISTMAS,118,cuba allen,8,25
384,GROSSE WONDERFUL,118,cuba allen,4,25
399,HAPPINESS UNITED,118,cuba allen,5,25
499,KING EVOLUTION,118,cuba allen,6,25
517,LESSON CLEOPATRA,118,cuba allen,12,25
553,MAKER GABLES,118,cuba allen,11,25
558,MANNEQUIN WORST,118,cuba allen,5,25
572,METROPOLIS COMA,118,cuba allen,6,25
641,ORANGE GRAPES,118,cuba allen,5,25
656,PAPI NECKLACE,118,cuba allen,3,25
695,PRESIDENT BANG,118,cuba allen,5,25
735,ROBBERS JOON,118,cuba allen,5,25
788,SHIP WONDERLAND,118,cuba allen,8,25
852,STRANGELOVE DESIRE,118,cuba allen,9,25
938,VELVET TERMINATOR,118,cuba allen,9,25
957,WAR NOTTING,118,cuba allen,9,25
969,WEST LION,118,cuba allen,9,25
21,AMERICAN CIRCUS,119,warren jackman,5,32
49,BADMAN DAWN,119,warren jackman,8,32
64,BEETHOVEN EXORCIST,119,warren jackman,6,32
87,BOONDOCK BALLROOM,119,warren jackman,13,32
143,CHILL LUCK,119,warren jackman,5,32
171,COMMANDMENTS EXPRESS,119,warren jackman,4,32
172,CONEHEADS SMOOCHY,119,warren jackman,9,32
173,CONFESSIONS MAGUIRE,119,warren jackman,4,32
381,GRINCH MASSAGE,119,warren jackman,6,32
394,HAMLET WISDOM,119,warren jackman,5,32
412,HEAVYWEIGHTS BEAST,119,warren jackman,5,32
418,HOBBIT ALIEN,119,warren jackman,8,32
454,IMPACT ALADDIN,119,warren jackman,3,32
509,LANGUAGE COWBOY,119,warren jackman,6,32
521,LIES TREATMENT,119,warren jackman,7,32
567,MEET CHOCOLATE,119,warren jackman,6,32
570,MERMAID INSECTS,119,warren jackman,6,32
592,MONSTER SPARTACUS,119,warren jackman,7,32
614,NAME DETECTIVE,119,warren jackman,3,32
636,OLEANDER CLUE,119,warren jackman,10,32
649,OZ LIAISONS,119,warren jackman,11,32
693,POTTER CONNECTICUT,119,warren jackman,7,32
738,ROCKETEER MOTHER,119,warren jackman,7,32
751,RUNAWAY TENENBAUMS,119,warren jackman,3,32
782,SHAKESPEARE SADDLE,119,warren jackman,6,32
786,SHEPHERD MIDSUMMER,119,warren jackman,5,32
788,SHIP WONDERLAND,119,warren jackman,8,32
802,SKY MIRACLE,119,warren jackman,12,32
858,SUBMARINE BED,119,warren jackman,11,32
868,SUPERFLY TRIP,119,warren jackman,7,32
900,TOWN ARK,119,warren jackman,4,32
939,VERTIGO NORTHWEST,119,warren jackman,4,32
57,BASIC EASY,120,penelope monroe,6,27
63,BEDAZZLED MARRIED,120,penelope monroe,7,27
144,CHINATOWN GLADIATOR,120,penelope monroe,10,27
149,CHRISTMAS MOONSHINE,120,penelope monroe,3,27
208,DARES PLUTO,120,penelope monroe,10,27
231,DINOSAUR SECRETARY,120,penelope monroe,6,27
238,DOCTOR GRAIL,120,penelope monroe,6,27
255,DRIVING POLISH,120,penelope monroe,7,27
414,HELLFIGHTERS SIERRA,120,penelope monroe,12,27
424,HOLOCAUST HIGHBALL,120,penelope monroe,5,27
489,JUGGLER HARDLY,120,penelope monroe,9,27
513,LEATHERNECKS DWARFS,120,penelope monroe,7,27
590,MONEY HAROLD,120,penelope monroe,7,27
641,ORANGE GRAPES,120,penelope monroe,5,27
642,ORDER BETRAYED,120,penelope monroe,7,27
659,PARK CITIZEN,120,penelope monroe,6,27
682,PITTSBURGH HUNCHBACK,120,penelope monroe,5,27
691,POSEIDON FOREVER,120,penelope monroe,6,27
715,RANGE MOONWALKER,120,penelope monroe,4,27
717,REAR TRADING,120,penelope monroe,8,27
722,REEF SALUTE,120,penelope monroe,4,27
746,ROUGE SQUAD,120,penelope monroe,4,27
830,SPIRIT FLINTSTONES,120,penelope monroe,11,27
894,TOMATOES HELLFIGHTERS,120,penelope monroe,9,27
898,TOURIST PELICAN,120,penelope monroe,3,27
911,TRIP NEWTON,120,penelope monroe,4,27
994,WYOMING STORM,120,penelope monroe,6,27
141,CHICAGO NORTH,121,liza bergman,8,25
154,CLASH FREDDY,121,liza bergman,7,25
161,CLUE GRAIL,121,liza bergman,6,25
170,COMMAND DARLING,121,liza bergman,8,25
186,CRAFT OUTFIELD,121,liza bergman,6,25
198,CRYSTAL BREAKING,121,liza bergman,5,25
220,DEER VIRGINIAN,121,liza bergman,3,25
222,DESERT POSEIDON,121,liza bergman,5,25
284,ENEMY ODDS,121,liza bergman,4,25
297,EXTRAORDINARY CONQUERER,121,liza bergman,7,25
338,FRISCO FORREST,121,liza bergman,9,25
353,GENTLEMEN STAGE,121,liza bergman,8,25
449,IDENTITY LOVER,121,liza bergman,4,25
479,JEDI BENEATH,121,liza bergman,4,25
517,LESSON CLEOPATRA,121,liza bergman,12,25
633,OCTOBER SUBMARINE,121,liza bergman,5,25
654,PANKY SUBMARINE,121,liza bergman,8,25
658,PARIS WEEKEND,121,liza bergman,6,25
666,PAYCHECK WAIT,121,liza bergman,3,25
771,SCORPION APOLLO,121,liza bergman,8,25
780,SENSIBILITY REAR,121,liza bergman,6,25
847,STOCK GLASS,121,liza bergman,7,25
884,TERMINATOR CLUB,121,liza bergman,2,25
885,TEXAS WATCH,121,liza bergman,6,25
966,WEDDING APOLLO,121,liza bergman,10,25
22,AMISTAD MIDSUMMER,122,salma nolte,4,25
29,ANTITRUST TOMATOES,122,salma nolte,7,25
76,BIRDCAGE CASPER,122,salma nolte,4,25
83,BLUES INSTINCT,122,salma nolte,4,25
157,CLOCKWORK PARADISE,122,salma nolte,5,25
158,CLONES PINOCCHIO,122,salma nolte,5,25
166,COLOR PHILADELPHIA,122,salma nolte,7,25
227,DETAILS PACKER,122,salma nolte,2,25
238,DOCTOR GRAIL,122,salma nolte,6,25
300,FALCON VOLUME,122,salma nolte,4,25
307,FELLOWSHIP AUTUMN,122,salma nolte,7,25
363,GO PURPLE,122,salma nolte,3,25
470,ISHTAR ROCKETEER,122,salma nolte,4,25
489,JUGGLER HARDLY,122,salma nolte,9,25
491,JUMPING WRATH,122,salma nolte,8,25
542,LUST LOCK,122,salma nolte,7,25
620,NEMO CAMPUS,122,salma nolte,5,25
649,OZ LIAISONS,122,salma nolte,11,25
654,PANKY SUBMARINE,122,salma nolte,8,25
673,PERSONAL LADYBUGS,122,salma nolte,9,25
718,REBEL AIRPORT,122,salma nolte,6,25
795,SIEGE MADRE,122,salma nolte,7,25
957,WAR NOTTING,122,salma nolte,9,25
961,WASH HEAVENLY,122,salma nolte,5,25
998,ZHIVAGO CORE,122,salma nolte,6,25
3,ADAPTATION HOLES,123,julianne dench,5,32
43,ATLANTIS CAUSE,123,julianne dench,9,32
67,BERETS AGENT,123,julianne dench,10,32
105,BULL SHAWSHANK,123,julianne dench,8,32
148,CHOCOLATE DUCK,123,julianne dench,7,32
151,CINCINATTI WHISPERER,123,julianne dench,4,32
185,COWBOY DOOM,123,julianne dench,5,32
223,DESIRE ALIEN,123,julianne dench,7,32
234,DISTURBING SCARFACE,123,julianne dench,4,32
245,DOUBLE WRATH,123,julianne dench,8,32
246,DOUBTFIRE LABYRINTH,123,julianne dench,5,32
266,DYNAMITE TARZAN,123,julianne dench,5,32
286,ENOUGH RAGING,123,julianne dench,9,32
429,HONEY TIES,123,julianne dench,5,32
442,HUNTING MUSKETEERS,123,julianne dench,5,32
446,HYSTERICAL GRAIL,123,julianne dench,9,32
479,JEDI BENEATH,123,julianne dench,4,32
480,JEEPERS WEDDING,123,julianne dench,6,32
494,KARATE MOON,123,julianne dench,8,32
503,KRAMER CHOCOLATE,123,julianne dench,8,32
530,LORD ARIZONA,123,julianne dench,6,32
576,MIGHTY LUCK,123,julianne dench,8,32
577,MILE MULAN,123,julianne dench,3,32
589,MODERN DORADO,123,julianne dench,5,32
593,MONTEREY LABYRINTH,123,julianne dench,6,32
725,REQUIEM TYCOON,123,julianne dench,8,32
730,RIDGEMONT SUBMARINE,123,julianne dench,5,32
786,SHEPHERD MIDSUMMER,123,julianne dench,5,32
860,SUICIDES SILENCE,123,julianne dench,3,32
892,TITANIC BOONDOCK,123,julianne dench,12,32
926,UNTOUCHABLES SUNRISE,123,julianne dench,5,32
988,WORKER TARZAN,123,julianne dench,9,32
22,AMISTAD MIDSUMMER,124,scarlett bening,4,26
64,BEETHOVEN EXORCIST,124,scarlett bening,6,26
106,BULWORTH COMMANDMENTS,124,scarlett bening,4,26
113,CALIFORNIA BIRDS,124,scarlett bening,2,26
190,CREEPERS KANE,124,scarlett bening,6,26
246,DOUBTFIRE LABYRINTH,124,scarlett bening,5,26
260,DUDE BLINDNESS,124,scarlett bening,7,26
263,DURHAM PANKY,124,scarlett bening,9,26
289,EVE RESURRECTION,124,scarlett bening,6,26
306,FEATHERS METAL,124,scarlett bening,9,26
312,FIDDLER LOST,124,scarlett bening,11,26
322,FLATLINERS KILLER,124,scarlett bening,9,26
343,FULL FLATLINERS,124,scarlett bening,6,26
449,IDENTITY LOVER,124,scarlett bening,4,26
468,INVASION CYCLONE,124,scarlett bening,7,26
539,LUCK OPUS,124,scarlett bening,6,26
601,MOULIN WAKE,124,scarlett bening,3,26
726,RESERVOIR ADAPTATION,124,scarlett bening,8,26
742,ROOF CHAMPION,124,scarlett bening,5,26
775,SEATTLE EXPECATIONS,124,scarlett bening,6,26
785,SHAWSHANK BUBBLE,124,scarlett bening,10,26
814,SNATCH SLIPPER,124,scarlett bening,3,26
858,SUBMARINE BED,124,scarlett bening,11,26
882,TENENBAUMS COMMAND,124,scarlett bening,5,26
987,WORDS HUNTER,124,scarlett bening,6,26
997,YOUTH KICK,124,scarlett bening,5,26
62,BED HIGHBALL,125,albert nolte,5,31
98,BRIGHT ENCOUNTERS,125,albert nolte,4,31
100,BROOKLYN DESERT,125,albert nolte,5,31
114,CAMELOT VACATION,125,albert nolte,2,31
175,CONFUSED CANDLES,125,albert nolte,6,31
188,CRAZY HOME,125,albert nolte,13,31
204,DALMATIONS SWEDEN,125,albert nolte,6,31
238,DOCTOR GRAIL,125,albert nolte,6,31
250,DRAGON SQUAD,125,albert nolte,8,31
324,FLINTSTONES HAPPINESS,125,albert nolte,4,31
338,FRISCO FORREST,125,albert nolte,9,31
361,GLEAMING JAWBREAKER,125,albert nolte,8,31
367,GOLDMINE TYCOON,125,albert nolte,7,31
395,HANDICAP BOONDOCK,125,albert nolte,7,31
414,HELLFIGHTERS SIERRA,125,albert nolte,12,31
428,HOMICIDE PEACH,125,albert nolte,8,31
429,HONEY TIES,125,albert nolte,5,31
450,IDOLS SNATCHERS,125,albert nolte,8,31
497,KILL BROTHERHOOD,125,albert nolte,5,31
557,MANCHURIAN CURTAIN,125,albert nolte,2,31
568,MEMENTO ZOOLANDER,125,albert nolte,6,31
584,MIXED DOORS,125,albert nolte,6,31
602,MOURNING PURPLE,125,albert nolte,7,31
623,NEWTON LABYRINTH,125,albert nolte,4,31
664,PATRIOT ROMAN,125,albert nolte,4,31
683,PITY BOUND,125,albert nolte,5,31
710,RAGE GAMES,125,albert nolte,7,31
877,TAXI KICK,125,albert nolte,6,31
908,TRAP GUYS,125,albert nolte,7,31
949,VOLCANO TEXAS,125,albert nolte,5,31
965,WATERSHIP FRONTIER,125,albert nolte,6,31
21,AMERICAN CIRCUS,126,frances tomei,5,23
34,ARABIA DOGMA,126,frances tomei,12,23
43,ATLANTIS CAUSE,126,frances tomei,9,23
58,BEACH HEARTBREAKERS,126,frances tomei,7,23
85,BONNIE HOLOCAUST,126,frances tomei,9,23
96,BREAKING HOME,126,frances tomei,6,23
193,CROSSROADS CASUALTIES,126,frances tomei,8,23
194,CROW GREASE,126,frances tomei,10,23
199,CUPBOARD SINNERS,126,frances tomei,8,23
256,DROP WATERFRONT,126,frances tomei,8,23
263,DURHAM PANKY,126,frances tomei,9,23
288,ESCAPE METROPOLIS,126,frances tomei,4,23
317,FIREBALL PHILADELPHIA,126,frances tomei,5,23
347,GAMES BOWFINGER,126,frances tomei,8,23
369,GOODFELLAS SALUTE,126,frances tomei,8,23
370,GORGEOUS BINGO,126,frances tomei,7,23
419,HOCUS FRIDA,126,frances tomei,3,23
468,INVASION CYCLONE,126,frances tomei,7,23
469,IRON MOON,126,frances tomei,8,23
545,MADNESS ATTACKS,126,frances tomei,7,23
685,PLATOON INSTINCT,126,frances tomei,5,23
